geneModel	change	counterfactual_fate	current_fate
Vvinifera:chr18:27837464-27868184	added	grid_absent	retained
Vvinifera:chr18:27847064-27976088	added	grid_absent	retained
Vvinifera:chr18:27847064-27976088-rc	added	grid_absent	retained
Vvinifera:chr18:27853022-27883742	removed	retained	grid_absent
Vvinifera:chr18:2785502-2816222	removed	retained	grid_absent
Vvinifera:chr18:27856862-27918302	added	grid_absent	retained
Vvinifera:chr18:27856862-27918302-rc	added	grid_absent	retained
Vvinifera:chr18:27868184-27898904	added	grid_absent	retained
Vvinifera:chr18:27873345-27934785	removed	retained	grid_absent
Vvinifera:chr18:27873345-27934785-rc	removed	retained	grid_absent
Vvinifera:chr18:27883742-27914462	removed	retained	grid_absent
Vvinifera:chr18:27883742-27914462-rc	removed	retained	grid_absent
Vvinifera:chr18:2789342-2850782	added	grid_absent	retained
Vvinifera:chr18:27898904-27929624	added	grid_absent	retained
Vvinifera:chr18:27898904-27929624-rc	added	grid_absent	retained
Vvinifera:chr18:27914462-27945182	removed	retained	grid_absent
Vvinifera:chr18:27914462-27945182-rc	removed	retained	grid_absent
Vvinifera:chr18:27918302-27979742	added	grid_absent	retained
Vvinifera:chr18:27918302-27979742-rc	added	grid_absent	retained
Vvinifera:chr18:27923451-28052475	removed	retained	grid_absent
Vvinifera:chr18:27923451-28052475-rc	removed	retained	grid_absent
Vvinifera:chr18:27934785-27996225	removed	retained	grid_absent
Vvinifera:chr18:27945182-27975902	removed	retained	grid_absent
Vvinifera:chr18:27960344-27991064	added	grid_absent	retained
Vvinifera:chr18:27976088-28105112	added	grid_absent	retained
Vvinifera:chr18:27976088-28105112-rc	added	grid_absent	retained
Vvinifera:chr18:27979742-28041182	added	grid_absent	retained
Vvinifera:chr18:27979742-28041182-rc	added	grid_absent	retained
Vvinifera:chr18:27996225-28057665	removed	retained	grid_absent
Vvinifera:chr18:27996225-28057665-rc	removed	retained	grid_absent
Vvinifera:chr18:28006622-28037342	removed	retained	grid_absent
Vvinifera:chr18:28006622-28037342-rc	removed	retained	grid_absent
Vvinifera:chr18:2800664-2831384	added	grid_absent	retained
Vvinifera:chr18:28021784-28052504	added	grid_absent	retained
Vvinifera:chr18:28021784-28052504-rc	added	grid_absent	retained
Vvinifera:chr18:28041182-28102622	added	grid_absent	retained
Vvinifera:chr18:28052475-28181499	removed	retained	grid_absent
Vvinifera:chr18:28052475-28181499-rc	removed	retained	grid_absent
Vvinifera:chr18:28052504-28083224	added	grid_absent	retained
Vvinifera:chr18:28057665-28119105	removed	retained	grid_absent
Vvinifera:chr18:2805825-2867265	removed	retained	grid_absent
Vvinifera:chr18:28068062-28098782	removed	retained	grid_absent
Vvinifera:chr18:28083224-28113944	added	grid_absent	retained
Vvinifera:chr18:28098782-28129502	removed	retained	grid_absent
Vvinifera:chr18:28098782-28129502-rc	removed	retained	grid_absent
Vvinifera:chr18:28102622-28164062	added	grid_absent	retained
Vvinifera:chr18:28102622-28164062-rc	added	grid_absent	retained
Vvinifera:chr18:28105112-28234136	added	grid_absent	retained
Vvinifera:chr18:28105112-28234136-rc	added	grid_absent	retained
Vvinifera:chr18:28113944-28144664	added	grid_absent	retained
Vvinifera:chr18:28113944-28144664-rc	added	grid_absent	retained
Vvinifera:chr18:28119105-28180545	removed	retained	grid_absent
Vvinifera:chr18:28119105-28180545-rc	removed	retained	grid_absent
Vvinifera:chr18:28144664-28175384	added	grid_absent	retained
Vvinifera:chr18:28160222-28190942	removed	retained	grid_absent
Vvinifera:chr18:2816222-2846942	removed	retained	grid_absent
Vvinifera:chr18:281624-312344	added	grid_absent	retained
Vvinifera:chr18:28164062-28225502	added	grid_absent	retained
Vvinifera:chr18:2816408-2945432	added	grid_absent	retained
Vvinifera:chr18:2816408-2945432-rc	added	grid_absent	retained
Vvinifera:chr18:28175384-28206104	added	grid_absent	retained
Vvinifera:chr18:28180545-28241985	removed	retained	grid_absent
Vvinifera:chr18:28181499-28310523	removed	retained	grid_absent
Vvinifera:chr18:28190942-28221662	removed	retained	grid_absent
Vvinifera:chr18:28206104-28236824	added	grid_absent	retained
Vvinifera:chr18:28221662-28252382	removed	retained	grid_absent
Vvinifera:chr18:28225502-28286942	added	grid_absent	retained
Vvinifera:chr18:28234136-28363160	added	grid_absent	retained
Vvinifera:chr18:28234136-28363160-rc	added	grid_absent	retained
Vvinifera:chr18:28236824-28267544	added	grid_absent	retained
Vvinifera:chr18:28241985-28303425	removed	retained	grid_absent
Vvinifera:chr18:28252382-28283102	removed	retained	grid_absent
Vvinifera:chr18:28267544-28298264	added	grid_absent	retained
Vvinifera:chr18:28283102-28313822	removed	retained	grid_absent
Vvinifera:chr18:28286942-28348382	added	grid_absent	retained
Vvinifera:chr18:28286942-28348382-rc	added	grid_absent	retained
Vvinifera:chr18:28298264-28328984	added	grid_absent	retained
Vvinifera:chr18:28298264-28328984-rc	added	grid_absent	retained
Vvinifera:chr18:28303425-28364865	removed	retained	grid_absent
Vvinifera:chr18:28303425-28364865-rc	removed	retained	grid_absent
Vvinifera:chr18:28310523-28439547	removed	retained	grid_absent
Vvinifera:chr18:28310523-28439547-rc	removed	retained	grid_absent
Vvinifera:chr18:28313822-28344542	removed	retained	grid_absent
Vvinifera:chr18:28313822-28344542-rc	removed	retained	grid_absent
Vvinifera:chr18:2831384-2862104	added	grid_absent	retained
Vvinifera:chr18:28328984-28359704	added	grid_absent	retained
Vvinifera:chr18:28328984-28359704-rc	added	grid_absent	retained
Vvinifera:chr18:28344542-28375262	removed	retained	grid_absent
Vvinifera:chr18:28348382-28409822	added	grid_absent	retained
Vvinifera:chr18:28359704-28390424	added	grid_absent	retained
Vvinifera:chr18:28363160-28492184	added	grid_absent	retained
Vvinifera:chr18:28363160-28492184-rc	added	grid_absent	retained
Vvinifera:chr18:28364865-28426305	removed	retained	grid_absent
Vvinifera:chr18:28364865-28426305-rc	removed	retained	grid_absent
Vvinifera:chr18:28390424-28421144	added	grid_absent	retained
Vvinifera:chr18:28390424-28421144-rc	added	grid_absent	retained
Vvinifera:chr18:28405982-28436702	removed	retained	grid_absent
Vvinifera:chr18:28405982-28436702-rc	removed	retained	grid_absent
Vvinifera:chr18:28409822-28471262	added	grid_absent	retained
Vvinifera:chr18:28409822-28471262-rc	added	grid_absent	retained
Vvinifera:chr18:28421144-28451864	added	grid_absent	retained
Vvinifera:chr18:28426305-28487745	removed	retained	grid_absent
Vvinifera:chr18:28436702-28467422	removed	retained	grid_absent
Vvinifera:chr18:28439547-28568571	removed	retained	grid_absent
Vvinifera:chr18:28451864-28482584	added	grid_absent	retained
Vvinifera:chr18:28467422-28498142	removed	retained	grid_absent
Vvinifera:chr18:2846942-2877662	removed	retained	grid_absent
Vvinifera:chr18:28482584-28513304	added	grid_absent	retained
Vvinifera:chr18:28487745-28549185	removed	retained	grid_absent
Vvinifera:chr18:28492184-28621208	added	grid_absent	retained
Vvinifera:chr18:2850782-2912222	added	grid_absent	retained
Vvinifera:chr18:2850782-2912222-rc	added	grid_absent	retained
Vvinifera:chr18:28513304-28544024	added	grid_absent	retained
Vvinifera:chr18:28528862-28559582	removed	retained	grid_absent
Vvinifera:chr18:28532702-28594142	added	grid_absent	retained
Vvinifera:chr18:28544024-28574744	added	grid_absent	retained
Vvinifera:chr18:28549185-28610625	removed	retained	grid_absent
Vvinifera:chr18:28559582-28590302	removed	retained	grid_absent
Vvinifera:chr18:28568571-28697595	removed	retained	grid_absent
Vvinifera:chr18:28574744-28605464	added	grid_absent	retained
Vvinifera:chr18:28590302-28621022	removed	retained	grid_absent
Vvinifera:chr18:28594142-28655582	added	grid_absent	retained
Vvinifera:chr18:28605464-28636184	added	grid_absent	retained
Vvinifera:chr18:28610625-28672065	removed	retained	grid_absent
Vvinifera:chr18:28621022-28651742	removed	retained	grid_absent
Vvinifera:chr18:2862104-2892824	added	grid_absent	retained
Vvinifera:chr18:28621208-28750232	added	grid_absent	retained
Vvinifera:chr18:28636184-28666904	added	grid_absent	retained
Vvinifera:chr18:28651742-28682462	removed	retained	grid_absent
Vvinifera:chr18:28655582-28717022	added	grid_absent	retained
Vvinifera:chr18:28666904-28697624	added	grid_absent	retained
Vvinifera:chr18:28672065-28733505	removed	retained	grid_absent
Vvinifera:chr18:2867265-2928705	removed	retained	grid_absent
Vvinifera:chr18:286785-348225	removed	retained	grid_absent
Vvinifera:chr18:28682462-28713182	removed	retained	grid_absent
Vvinifera:chr18:28697595-28826619	removed	retained	grid_absent
Vvinifera:chr18:28697595-28826619-rc	removed	retained	grid_absent
Vvinifera:chr18:28697624-28728344	added	grid_absent	retained
Vvinifera:chr18:28713182-28743902	removed	retained	grid_absent
Vvinifera:chr18:28717022-28778462	added	grid_absent	retained
Vvinifera:chr18:28728344-28759064	added	grid_absent	retained
Vvinifera:chr18:28733505-28794945	removed	retained	grid_absent
Vvinifera:chr18:28743902-28774622	removed	retained	grid_absent
Vvinifera:chr18:28750232-28879256	added	grid_absent	retained
Vvinifera:chr18:28750232-28879256-rc	added	grid_absent	retained
Vvinifera:chr18:28759064-28789784	added	grid_absent	retained
Vvinifera:chr18:2877662-2908382	removed	retained	grid_absent
Vvinifera:chr18:2877662-2908382-rc	removed	retained	grid_absent
Vvinifera:chr18:28778462-28839902	added	grid_absent	retained
Vvinifera:chr18:28778462-28839902-rc	added	grid_absent	retained
Vvinifera:chr18:28789784-28820504	added	grid_absent	retained
Vvinifera:chr18:28789784-28820504-rc	added	grid_absent	retained
Vvinifera:chr18:28794945-28856385	removed	retained	grid_absent
Vvinifera:chr18:28794945-28856385-rc	removed	retained	grid_absent
Vvinifera:chr18:28805342-28836062	removed	retained	grid_absent
Vvinifera:chr18:28820504-28851224	added	grid_absent	retained
Vvinifera:chr18:28826619-28955643	removed	retained	grid_absent
Vvinifera:chr18:28826619-28955643-rc	removed	retained	grid_absent
Vvinifera:chr18:28836062-28866782	removed	retained	grid_absent
Vvinifera:chr18:28839902-28901342	added	grid_absent	retained
Vvinifera:chr18:28851224-28881944	added	grid_absent	retained
Vvinifera:chr18:28856385-28917825	removed	retained	grid_absent
Vvinifera:chr18:28879256-29008280	added	grid_absent	retained
Vvinifera:chr18:28879256-29008280-rc	added	grid_absent	retained
Vvinifera:chr18:28881944-28912664	added	grid_absent	retained
Vvinifera:chr18:28897502-28928222	removed	retained	grid_absent
Vvinifera:chr18:28901342-28962782	added	grid_absent	retained
Vvinifera:chr18:28901342-28962782-rc	added	grid_absent	retained
Vvinifera:chr18:28912664-28943384	added	grid_absent	retained
Vvinifera:chr18:28917825-28979265	removed	retained	grid_absent
Vvinifera:chr18:28917825-28979265-rc	removed	retained	grid_absent
Vvinifera:chr18:2892795-3021819	removed	retained	grid_absent
Vvinifera:chr18:28928222-28958942	removed	retained	grid_absent
Vvinifera:chr18:28928222-28958942-rc	removed	retained	grid_absent
Vvinifera:chr18:2892824-2923544	added	grid_absent	retained
Vvinifera:chr18:2892824-2923544-rc	added	grid_absent	retained
Vvinifera:chr18:28943384-28974104	added	grid_absent	retained
Vvinifera:chr18:28943384-28974104-rc	added	grid_absent	retained
Vvinifera:chr18:28955643-29084667	removed	retained	grid_absent
Vvinifera:chr18:28955643-29084667-rc	removed	retained	grid_absent
Vvinifera:chr18:28958942-28989662	removed	retained	grid_absent
Vvinifera:chr18:28962782-29024222	added	grid_absent	retained
Vvinifera:chr18:28974104-29004824	added	grid_absent	retained
Vvinifera:chr18:28979265-29040705	removed	retained	grid_absent
Vvinifera:chr18:28979265-29040705-rc	removed	retained	grid_absent
Vvinifera:chr18:28989662-29020382	removed	retained	grid_absent
Vvinifera:chr18:29004824-29035544	added	grid_absent	retained
Vvinifera:chr18:29004824-29035544-rc	added	grid_absent	retained
Vvinifera:chr18:29008280-29137304	added	grid_absent	retained
Vvinifera:chr18:29008280-29137304-rc	added	grid_absent	retained
Vvinifera:chr18:29020382-29051102	removed	retained	grid_absent
Vvinifera:chr18:29024222-29085662	added	grid_absent	retained
Vvinifera:chr18:29040705-29102145	removed	retained	grid_absent
Vvinifera:chr18:29051102-29081822	removed	retained	grid_absent
Vvinifera:chr18:29066264-29096984	added	grid_absent	retained
Vvinifera:chr18:29081822-29112542	removed	retained	grid_absent
Vvinifera:chr18:2908382-2939102	removed	retained	grid_absent
Vvinifera:chr18:29084667-29213691	removed	retained	grid_absent
Vvinifera:chr18:29085662-29147102	added	grid_absent	retained
Vvinifera:chr18:29096984-29127704	added	grid_absent	retained
Vvinifera:chr18:29102145-29163585	removed	retained	grid_absent
Vvinifera:chr18:29112542-29143262	removed	retained	grid_absent
Vvinifera:chr18:2912222-2973662	added	grid_absent	retained
Vvinifera:chr18:29127704-29158424	added	grid_absent	retained
Vvinifera:chr18:29137304-29266328	added	grid_absent	retained
Vvinifera:chr18:29137304-29266328-rc	added	grid_absent	retained
Vvinifera:chr18:29143262-29173982	removed	retained	grid_absent
Vvinifera:chr18:29147102-29208542	added	grid_absent	retained
Vvinifera:chr18:29158424-29189144	added	grid_absent	retained
Vvinifera:chr18:29163585-29225025	removed	retained	grid_absent
Vvinifera:chr18:29173982-29204702	removed	retained	grid_absent
Vvinifera:chr18:29189144-29219864	added	grid_absent	retained
Vvinifera:chr18:29204702-29235422	removed	retained	grid_absent
Vvinifera:chr18:29208542-29269982	added	grid_absent	retained
Vvinifera:chr18:29208542-29269982-rc	added	grid_absent	retained
Vvinifera:chr18:29213691-29342715	removed	retained	grid_absent
Vvinifera:chr18:29213691-29342715-rc	removed	retained	grid_absent
Vvinifera:chr18:29219864-29250584	added	grid_absent	retained
Vvinifera:chr18:29219864-29250584-rc	added	grid_absent	retained
Vvinifera:chr18:29225025-29286465	removed	retained	grid_absent
Vvinifera:chr18:29225025-29286465-rc	removed	retained	grid_absent
Vvinifera:chr18:29235422-29266142	removed	retained	grid_absent
Vvinifera:chr18:29235422-29266142-rc	removed	retained	grid_absent
Vvinifera:chr18:2923544-2954264	added	grid_absent	retained
Vvinifera:chr18:29250584-29281304	added	grid_absent	retained
Vvinifera:chr18:29266142-29296862	removed	retained	grid_absent
Vvinifera:chr18:29266142-29296862-rc	removed	retained	grid_absent
Vvinifera:chr18:29266328-29395352	added	grid_absent	retained
Vvinifera:chr18:29266328-29395352-rc	added	grid_absent	retained
Vvinifera:chr18:29269982-29331422	added	grid_absent	retained
Vvinifera:chr18:29269982-29331422-rc	added	grid_absent	retained
Vvinifera:chr18:29281304-29312024	added	grid_absent	retained
Vvinifera:chr18:29281304-29312024-rc	added	grid_absent	retained
Vvinifera:chr18:29286465-29347905	removed	retained	grid_absent
Vvinifera:chr18:2928705-2990145	removed	retained	grid_absent
Vvinifera:chr18:29296862-29327582	removed	retained	grid_absent
Vvinifera:chr18:29312024-29342744	added	grid_absent	retained
Vvinifera:chr18:29327582-29358302	removed	retained	grid_absent
Vvinifera:chr18:29331422-29392862	added	grid_absent	retained
Vvinifera:chr18:29331422-29392862-rc	added	grid_absent	retained
Vvinifera:chr18:29342715-29471739	removed	retained	grid_absent
Vvinifera:chr18:29342715-29471739-rc	removed	retained	grid_absent
Vvinifera:chr18:29342744-29373464	added	grid_absent	retained
Vvinifera:chr18:29347905-29409345	removed	retained	grid_absent
Vvinifera:chr18:29347905-29409345-rc	removed	retained	grid_absent
Vvinifera:chr18:29358302-29389022	removed	retained	grid_absent
Vvinifera:chr18:29358302-29389022-rc	removed	retained	grid_absent
Vvinifera:chr18:29373464-29404184	added	grid_absent	retained
Vvinifera:chr18:29373464-29404184-rc	added	grid_absent	retained
Vvinifera:chr18:29389022-29419742	removed	retained	grid_absent
Vvinifera:chr18:2939102-2969822	removed	retained	grid_absent
Vvinifera:chr18:29392862-29454302	added	grid_absent	retained
Vvinifera:chr18:29395352-29524376	added	grid_absent	retained
Vvinifera:chr18:29404184-29434904	added	grid_absent	retained
Vvinifera:chr18:29409345-29470785	removed	retained	grid_absent
Vvinifera:chr18:29419742-29450462	removed	retained	grid_absent
Vvinifera:chr18:29434904-29465624	added	grid_absent	retained
Vvinifera:chr18:29450462-29481182	removed	retained	grid_absent
Vvinifera:chr18:29454302-29515742	added	grid_absent	retained
Vvinifera:chr18:2945432-3074456	added	grid_absent	retained
Vvinifera:chr18:29465624-29496344	added	grid_absent	retained
Vvinifera:chr18:29470785-29532225	removed	retained	grid_absent
Vvinifera:chr18:29471739-29600763	removed	retained	grid_absent
Vvinifera:chr18:29481182-29511902	removed	retained	grid_absent
Vvinifera:chr18:29496344-29527064	added	grid_absent	retained
Vvinifera:chr18:29511902-29542622	removed	retained	grid_absent
Vvinifera:chr18:29515742-29577182	added	grid_absent	retained
Vvinifera:chr18:29524376-29653400	added	grid_absent	retained
Vvinifera:chr18:29532225-29593665	removed	retained	grid_absent
Vvinifera:chr18:29542622-29573342	removed	retained	grid_absent
Vvinifera:chr18:2954264-2984984	added	grid_absent	retained
Vvinifera:chr18:29557784-29588504	added	grid_absent	retained
Vvinifera:chr18:29573342-29604062	removed	retained	grid_absent
Vvinifera:chr18:29577182-29638622	added	grid_absent	retained
Vvinifera:chr18:29588504-29619224	added	grid_absent	retained
Vvinifera:chr18:29593665-29655105	removed	retained	grid_absent
Vvinifera:chr18:29600763-29729787	removed	retained	grid_absent
Vvinifera:chr18:29600763-29729787-rc	removed	retained	grid_absent
Vvinifera:chr18:29604062-29634782	removed	retained	grid_absent
Vvinifera:chr18:29619224-29649944	added	grid_absent	retained
Vvinifera:chr18:29638622-29700062	added	grid_absent	retained
Vvinifera:chr18:29649944-29680664	added	grid_absent	retained
Vvinifera:chr18:29653400-29782424	added	grid_absent	retained
Vvinifera:chr18:29653400-29782424-rc	added	grid_absent	retained
Vvinifera:chr18:29655105-29716545	removed	retained	grid_absent
Vvinifera:chr18:29655105-29716545-rc	removed	retained	grid_absent
Vvinifera:chr18:29665502-29696222	removed	retained	grid_absent
Vvinifera:chr18:29680664-29711384	added	grid_absent	retained
Vvinifera:chr18:29680664-29711384-rc	added	grid_absent	retained
Vvinifera:chr18:29696222-29726942	removed	retained	grid_absent
Vvinifera:chr18:2969822-3000542	removed	retained	grid_absent
Vvinifera:chr18:29700062-29761502	added	grid_absent	retained
Vvinifera:chr18:29711384-29742104	added	grid_absent	retained
Vvinifera:chr18:29716545-29777985	removed	retained	grid_absent
Vvinifera:chr18:297182-327902	removed	retained	grid_absent
Vvinifera:chr18:29726942-29757662	removed	retained	grid_absent
Vvinifera:chr18:29729787-29858811	removed	retained	grid_absent
Vvinifera:chr18:29729787-29858811-rc	removed	retained	grid_absent
Vvinifera:chr18:2973662-3035102	added	grid_absent	retained
Vvinifera:chr18:29742104-29772824	added	grid_absent	retained
Vvinifera:chr18:29761502-29822942	added	grid_absent	retained
Vvinifera:chr18:29772824-29803544	added	grid_absent	retained
Vvinifera:chr18:29777985-29839425	removed	retained	grid_absent
Vvinifera:chr18:29777985-29839425-rc	removed	retained	grid_absent
Vvinifera:chr18:29782424-29911448	added	grid_absent	retained
Vvinifera:chr18:29782424-29911448-rc	added	grid_absent	retained
Vvinifera:chr18:29788382-29819102	removed	retained	grid_absent
Vvinifera:chr18:29788382-29819102-rc	removed	retained	grid_absent
Vvinifera:chr18:29803544-29834264	added	grid_absent	retained
Vvinifera:chr18:29819102-29849822	removed	retained	grid_absent
Vvinifera:chr18:29822942-29884382	added	grid_absent	retained
Vvinifera:chr18:29834264-29864984	added	grid_absent	retained
Vvinifera:chr18:29839425-29900865	removed	retained	grid_absent
Vvinifera:chr18:29849822-29880542	removed	retained	grid_absent
Vvinifera:chr18:29858811-29987835	removed	retained	grid_absent
Vvinifera:chr18:29858811-29987835-rc	removed	retained	grid_absent
Vvinifera:chr18:29864984-29895704	added	grid_absent	retained
Vvinifera:chr18:29880542-29911262	removed	retained	grid_absent
Vvinifera:chr18:29884382-29945822	added	grid_absent	retained
Vvinifera:chr18:29895704-29926424	added	grid_absent	retained
Vvinifera:chr18:29900865-29962305	removed	retained	grid_absent
Vvinifera:chr18:29911262-29941982	removed	retained	grid_absent
Vvinifera:chr18:29911448-30040472	added	grid_absent	retained
Vvinifera:chr18:29911448-30040472-rc	added	grid_absent	retained
Vvinifera:chr18:29926424-29957144	added	grid_absent	retained
Vvinifera:chr18:29941982-29972702	removed	retained	grid_absent
Vvinifera:chr18:29945822-30007262	added	grid_absent	retained
Vvinifera:chr18:29945822-30007262-rc	added	grid_absent	retained
Vvinifera:chr18:29957144-29987864	added	grid_absent	retained
Vvinifera:chr18:29962305-30023745	removed	retained	grid_absent
Vvinifera:chr18:29962305-30023745-rc	removed	retained	grid_absent
Vvinifera:chr18:29972702-30003422	removed	retained	grid_absent
Vvinifera:chr18:29972702-30003422-rc	removed	retained	grid_absent
Vvinifera:chr18:29987835-30116859	removed	retained	grid_absent
Vvinifera:chr18:29987835-30116859-rc	removed	retained	grid_absent
Vvinifera:chr18:29987864-30018584	added	grid_absent	retained
Vvinifera:chr18:29987864-30018584-rc	added	grid_absent	retained
Vvinifera:chr18:30003422-30034142	removed	retained	grid_absent
Vvinifera:chr18:30003422-30034142-rc	removed	retained	grid_absent
Vvinifera:chr18:30007262-30068702	added	grid_absent	retained
Vvinifera:chr18:30018584-30049304	added	grid_absent	retained
Vvinifera:chr18:30023745-30085185	removed	retained	grid_absent
Vvinifera:chr18:30034142-30064862	removed	retained	grid_absent
Vvinifera:chr18:30040472-30169496	added	grid_absent	retained
Vvinifera:chr18:30049304-30080024	added	grid_absent	retained
Vvinifera:chr18:30064862-30095582	removed	retained	grid_absent
Vvinifera:chr18:30068702-30130142	added	grid_absent	retained
Vvinifera:chr18:30080024-30110744	added	grid_absent	retained
Vvinifera:chr18:30085185-30146625	removed	retained	grid_absent
Vvinifera:chr18:30110744-30141464	added	grid_absent	retained
Vvinifera:chr18:30116859-30245883	removed	retained	grid_absent
Vvinifera:chr18:30116859-30245883-rc	removed	retained	grid_absent
Vvinifera:chr18:30126302-30157022	removed	retained	grid_absent
Vvinifera:chr18:30130142-30191582	added	grid_absent	retained
Vvinifera:chr18:30141464-30172184	added	grid_absent	retained
Vvinifera:chr18:30146625-30208065	removed	retained	grid_absent
Vvinifera:chr18:30146625-30208065-rc	removed	retained	grid_absent
Vvinifera:chr18:30157022-30187742	removed	retained	grid_absent
Vvinifera:chr18:3015704-3046424	added	grid_absent	retained
Vvinifera:chr18:30169496-30298520	added	grid_absent	retained
Vvinifera:chr18:30169496-30298520-rc	added	grid_absent	retained
Vvinifera:chr18:30172184-30202904	added	grid_absent	retained
Vvinifera:chr18:30172184-30202904-rc	added	grid_absent	retained
Vvinifera:chr18:30187742-30218462	removed	retained	grid_absent
Vvinifera:chr18:30187742-30218462-rc	removed	retained	grid_absent
Vvinifera:chr18:30191582-30253022	added	grid_absent	retained
Vvinifera:chr18:30191582-30253022-rc	added	grid_absent	retained
Vvinifera:chr18:30202904-30233624	added	grid_absent	retained
Vvinifera:chr18:30208065-30269505	removed	retained	grid_absent
Vvinifera:chr18:3021819-3150843	removed	retained	grid_absent
Vvinifera:chr18:30218462-30249182	removed	retained	grid_absent
Vvinifera:chr18:30233624-30264344	added	grid_absent	retained
Vvinifera:chr18:30245883-30374907	removed	retained	grid_absent
Vvinifera:chr18:30253022-30314462	added	grid_absent	retained
Vvinifera:chr18:30264344-30295064	added	grid_absent	retained
Vvinifera:chr18:30269505-30330945	removed	retained	grid_absent
Vvinifera:chr18:30279902-30310622	removed	retained	grid_absent
Vvinifera:chr18:30295064-30325784	added	grid_absent	retained
Vvinifera:chr18:30298520-30427544	added	grid_absent	retained
Vvinifera:chr18:30298520-30427544-rc	added	grid_absent	retained
Vvinifera:chr18:30310622-30341342	removed	retained	grid_absent
Vvinifera:chr18:30314462-30375902	added	grid_absent	retained
Vvinifera:chr18:30325784-30356504	added	grid_absent	retained
Vvinifera:chr18:30330945-30392385	removed	retained	grid_absent
Vvinifera:chr18:30330945-30392385-rc	removed	retained	grid_absent
Vvinifera:chr18:30341342-30372062	removed	retained	grid_absent
Vvinifera:chr18:3035102-3096542	added	grid_absent	retained
Vvinifera:chr18:30356504-30387224	added	grid_absent	retained
Vvinifera:chr18:30356504-30387224-rc	added	grid_absent	retained
Vvinifera:chr18:30372062-30402782	removed	retained	grid_absent
Vvinifera:chr18:30372062-30402782-rc	removed	retained	grid_absent
Vvinifera:chr18:30374907-30503931	removed	retained	grid_absent
Vvinifera:chr18:30374907-30503931-rc	removed	retained	grid_absent
Vvinifera:chr18:30375902-30437342	added	grid_absent	retained
Vvinifera:chr18:30375902-30437342-rc	added	grid_absent	retained
Vvinifera:chr18:30387224-30417944	added	grid_absent	retained
Vvinifera:chr18:30392385-30453825	removed	retained	grid_absent
Vvinifera:chr18:30402782-30433502	removed	retained	grid_absent
Vvinifera:chr18:30417944-30448664	added	grid_absent	retained
Vvinifera:chr18:30427544-30556568	added	grid_absent	retained
Vvinifera:chr18:30427544-30556568-rc	added	grid_absent	retained
Vvinifera:chr18:30433502-30464222	removed	retained	grid_absent
Vvinifera:chr18:30437342-30498782	added	grid_absent	retained
Vvinifera:chr18:30437342-30498782-rc	added	grid_absent	retained
Vvinifera:chr18:30448664-30479384	added	grid_absent	retained
Vvinifera:chr18:30453825-30515265	removed	retained	grid_absent
Vvinifera:chr18:30453825-30515265-rc	removed	retained	grid_absent
Vvinifera:chr18:30464222-30494942	removed	retained	grid_absent
Vvinifera:chr18:30464222-30494942-rc	removed	retained	grid_absent
Vvinifera:chr18:3046424-3077144	added	grid_absent	retained
Vvinifera:chr18:30479384-30510104	added	grid_absent	retained
Vvinifera:chr18:30479384-30510104-rc	added	grid_absent	retained
Vvinifera:chr18:30498782-30560222	added	grid_absent	retained
Vvinifera:chr18:30498782-30560222-rc	added	grid_absent	retained
Vvinifera:chr18:30503931-30632955	removed	retained	grid_absent
Vvinifera:chr18:30503931-30632955-rc	removed	retained	grid_absent
Vvinifera:chr18:30510104-30540824	added	grid_absent	retained
Vvinifera:chr18:30510104-30540824-rc	added	grid_absent	retained
Vvinifera:chr18:30515265-30576705	removed	retained	grid_absent
Vvinifera:chr18:30515265-30576705-rc	removed	retained	grid_absent
Vvinifera:chr18:3051585-3113025	removed	retained	grid_absent
Vvinifera:chr18:30525662-30556382	removed	retained	grid_absent
Vvinifera:chr18:30525662-30556382-rc	removed	retained	grid_absent
Vvinifera:chr18:30540824-30571544	added	grid_absent	retained
Vvinifera:chr18:30540824-30571544-rc	added	grid_absent	retained
Vvinifera:chr18:30556568-30685592	added	grid_absent	retained
Vvinifera:chr18:30556568-30685592-rc	added	grid_absent	retained
Vvinifera:chr18:30560222-30621662	added	grid_absent	retained
Vvinifera:chr18:30571544-30602264	added	grid_absent	retained
Vvinifera:chr18:30576705-30638145	removed	retained	grid_absent
Vvinifera:chr18:30587102-30617822	removed	retained	grid_absent
Vvinifera:chr18:30602264-30632984	added	grid_absent	retained
Vvinifera:chr18:30617822-30648542	removed	retained	grid_absent
Vvinifera:chr18:3061982-3092702	removed	retained	grid_absent
Vvinifera:chr18:30621662-30683102	added	grid_absent	retained
Vvinifera:chr18:30632955-30761979	removed	retained	grid_absent
Vvinifera:chr18:30632955-30761979-rc	removed	retained	grid_absent
Vvinifera:chr18:30638145-30699585	removed	retained	grid_absent
Vvinifera:chr18:30638145-30699585-rc	removed	retained	grid_absent
Vvinifera:chr18:30648542-30679262	removed	retained	grid_absent
Vvinifera:chr18:30663704-30694424	added	grid_absent	retained
Vvinifera:chr18:30663704-30694424-rc	added	grid_absent	retained
Vvinifera:chr18:30679262-30709982	removed	retained	grid_absent
Vvinifera:chr18:30679262-30709982-rc	removed	retained	grid_absent
Vvinifera:chr18:30683102-30744542	added	grid_absent	retained
Vvinifera:chr18:30683102-30744542-rc	added	grid_absent	retained
Vvinifera:chr18:30685592-30814616	added	grid_absent	retained
