species_id	gene_id	gene_name	flag	swissprot_accession	entry_name	pe	caution_records	difference_vs_reference	closest_reference_protein	curated_length
Athaliana	AT2G25470.TAIR10	AT2G25470	swissprot_caution_erroneous_gene_model_prediction	Q9SKK2	RLP21_ARATH	3	Sequence=AAD20706.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix3_suffix612_len978vs935	AT2G25470.1.TAIR10	978
Athaliana	AT2G32660.TAIR10	AT2G32660	swissprot_caution_erroneous_initiation	O48851	RLP22_ARATH	2	Sequence=AEC08713.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=BAF00101.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_182aa	AT2G32660.1.TAIR10	771
Athaliana	AT2G33080.TAIR10	AT2G33080	swissprot_caution_erroneous_gene_model_prediction	O49325	RLP28_ARATH	2	Sequence=AAC04912.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEC08783.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix688_suffix0_len778vs740	AT2G33080.1.TAIR10	778
Athaliana	AT3G11010.TAIR10	AT3G11010	swissprot_caution_erroneous_initiation	Q9SRL2	RLP34_ARATH	2	Sequence=BAC42094.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_63aa	AT3G11010.1.TAIR10	957
Athaliana	AT3G23010.TAIR10	AT3G23010	swissprot_caution_erroneous_gene_model_prediction	Q1PEN0	RLP36_ARATH	2	Sequence=AEE76705.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB02092.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_123aa	AT3G23010.1.TAIR10	718
Athaliana	AT3G24982.TAIR10	AT3G24982	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q9LRW9	RLP40_ARATH	2	Sequence=AAR24718.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=AEE76963.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix240_len883vs915	AT3G24982.1.TAIR10	883
Athaliana	AT3G53240.TAIR10	AT3G53240	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	F4J9A8	RLP45_ARATH	2	Sequence=ANM63480.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=CAB64227.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_57aa	AT3G53240.1.TAIR10	948
Athaliana	AT4G13810.TAIR10	AT4G13810	swissprot_caution_erroneous_gene_model_prediction	Q9SVN2	RLP47_ARATH	3	Sequence=CAB36845.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78423.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_59aa	AT4G13810.1.TAIR10	800
Athaliana	AT4G13880.TAIR10	AT4G13880	swissprot_caution_erroneous_gene_model_prediction	F4JTU7	RLP48_ARATH	3	Sequence=AEE83340.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB36852.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78430.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix211_suffix514_len813vs725	AT4G13880.1.TAIR10	813
Athaliana	AT5G49290.TAIR10	AT5G49290	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation;swissprot_caution_frameshift	F4K4T3	RLP56_ARATH	2	Sequence=AED95793.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=BAB10347.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAD94265.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=BAD94265.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix1_suffix694_len947vs908	AT5G49290.1.TAIR10	947
Athaliana	AT1G47890.TAIR10	AT1G47890	swissprot_caution_erroneous_initiation	Q9C699	RLP7_ARATH	3	Sequence=AAG51781.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=AEE32225.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_45aa	AT1G47890.1.TAIR10	974
Athaliana	AT1G54470.TAIR10	AT1G54470	swissprot_caution_erroneous_gene_model_prediction	Q9SLI6	RLP8X_ARATH	5	Sequence=AAD25626.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE33107.1; Type=Erroneous gene model prediction; Note=Was originally thought to correspond to two different genes At1g54470 and At1g54475.; Evidence={ECO:0000305} | Sequence=ANM58320.1; Type=Erroneous gene model prediction; Note=Was originally thought to correspond to two different genes At1g54470 and At1g54475.; Evidence={ECO:0000305}	internal_difference_prefix407_suffix550_len1009vs957	AT1G54470.2.TAIR10	1009
Athaliana	AT1G58190.TAIR10	AT1G58190	swissprot_caution_erroneous_gene_model_prediction	A0A1P8ATR9	RLP9B_ARATH	3	Sequence=AAG50756.1; Type=Erroneous gene model prediction; Note=The predicted gene At1g58190 has been split into 2 genes: At1g58190 and At1g58195.; Evidence={ECO:0000305} | Sequence=AEE33511.1; Type=Erroneous gene model prediction; Note=The predicted gene At1g58190 has been split into 2 genes: At1g58190 and At1g58195.; Evidence={ECO:0000305}	internal_difference_prefix2_suffix3_len940vs932	AT1G58190.1.TAIR10	940
Athaliana	ATMG00560.TAIR10	ATMG00560	swissprot_caution_erroneous_gene_model_prediction	P93311	RM02N_ARATH	1	Sequence=AAM15498.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_1_mismatches	ATMG00560.1.TAIR10	349
Athaliana	AT1G52240.TAIR10	AT1G52240	swissprot_caution_erroneous_initiation	Q9M811	ROGFB_ARATH	1	Sequence=AAF29411.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix523_len543vs607	AT1G52240.1.TAIR10	543
Athaliana	AT2G32415.TAIR10	AT2G32415	swissprot_caution_erroneous_gene_model_prediction	A9LLI8	RP6L3_ARATH	2	Sequence=AAC69936.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix291_suffix600_len892vs891	AT2G32415.1.TAIR10	892
Athaliana	AT1G53350.TAIR10	AT1G53350	swissprot_caution_erroneous_gene_model_prediction	P0C8S1	RP8L2_ARATH	3	Sequence=AAF69538.1; Type=Erroneous gene model prediction; Note=The predicted gene has been split into 2 genes: At1g53350 and At1g53360.; Evidence={ECO:0000305}	internal_difference_prefix883_suffix0_len906vs927	AT1G53350.1.TAIR10	906
Athaliana	AT4G19510.TAIR10	AT4G19510	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation;swissprot_caution_erroneous_termination	F4JT80	RPP2B_ARATH	1	Sequence=AEE84192.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=AK229040; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=ANM66560.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=ANM66561.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=ANM66562.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=ANM66563.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305} | Sequence=CAA16928.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78953.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix727_len1207vs1210	AT4G19510.1.TAIR10	1207
Athaliana	AT1G60930.TAIR10	AT1G60930	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q9FT70	RQL4B_ARATH	2	Sequence=AAG51646.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG51646.1; Type=Frameshift; Evidence={ECO:0000305}	same_length_604_mismatches	AT1G60930.1.TAIR10	1150
Athaliana	AT3G11964.TAIR10	AT3G11964	swissprot_caution_erroneous_gene_model_prediction	F4J8K6	RRP5_ARATH	2	Sequence=AAF23213.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG51058.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE75131.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB03107.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix432_suffix835_len1920vs1896	AT3G11964.1.TAIR10	1920
Athaliana	AT2G16360.TAIR10	AT2G16360	swissprot_caution_erroneous_gene_model_prediction	Q9SIW5	RS251_ARATH	3	Sequence=AAD22303.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix81_len109vs125	AT2G16360.1.TAIR10	109
Athaliana	AT1G67460.TAIR10	AT1G67460	swissprot_caution_erroneous_gene_model_prediction	F4HTL8	RSGA2_ARATH	2	Sequence=AAC18794.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG52303.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix284_suffix0_len294vs299	AT1G67460.1.TAIR10	294
Athaliana	AT4G01230.TAIR10	AT4G01230	swissprot_caution_erroneous_gene_model_prediction	Q9M145	RTNLG_ARATH	3	Sequence=AAB61018.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE81997.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80932.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix67_suffix174_len244vs242	AT4G01230.1.TAIR10	244
Athaliana	AT1G68230.TAIR10	AT1G68230	swissprot_caution_erroneous_gene_model_prediction	A2RVT6	RTNLN_ARATH	2	Sequence=AAG52605.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix81_suffix0_len215vs151	AT1G68230.1.TAIR10	215
Athaliana	AT2G01240.TAIR10	AT2G01240	swissprot_caution_erroneous_gene_model_prediction	Q9ZU43	RTNLO_ARATH	2	Sequence=AAD14524.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix2_suffix110_len191vs160	AT2G01240.1.TAIR10	191
Athaliana	AT1G29890.TAIR10	AT1G29890	swissprot_caution_erroneous_gene_model_prediction	Q9FXG3	RWA4_ARATH	2	Sequence=AAG10607.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix307_len540vs584	AT1G29890.2.TAIR10	540
Athaliana	AT4G20310.TAIR10	AT4G20310	swissprot_caution_erroneous_gene_model_prediction	F4JUU5	S2P_ARATH	2	Sequence=CAA18255.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79031.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_139aa	AT4G20310.3.TAIR10	513
Athaliana	AT1G58250.TAIR10	AT1G58250	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_frameshift	Q6IMT1	SAB_ARATH	1	Sequence=AAG50770.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG50951.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE33523.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAF01434.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix23_suffix2579_len2603vs2607	AT1G58250.1.TAIR10	2603
Athaliana	AT4G21323.TAIR10	AT4G21323	swissprot_caution_erroneous_gene_model_prediction	F4JJH4	SBT31_ARATH	3	Sequence=AEE84440.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAA20197.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g21320 has been split into 3 genes: At4g21320, At4g21323 and At4g21326.; Evidence={ECO:0000305} | Sequence=CAB79131.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g21320 has been split into 3 genes: At4g21320, At4g21323 and At4g21326.; Evidence={ECO:0000305}	internal_difference_prefix38_suffix726_len764vs803	AT4G21323.1.TAIR10	764
Athaliana	AT4G10510.TAIR10	AT4G10510	swissprot_caution_erroneous_gene_model_prediction	Q9SZY2	SBT37_ARATH	3	Sequence=AAD03438.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE82892.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix744_len777vs765	AT4G10510.1.TAIR10	777
Athaliana	AT4G10530.TAIR10	AT4G10530	swissprot_caution_frameshift	Q9ZSB1	SBT3A_ARATH	3	Sequence=AAD03437.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=AEE82894.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAB40046.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAB78176.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix506_suffix235_len759vs747	AT4G10530.1.TAIR10	759
Athaliana	AT4G21326.TAIR10	AT4G21326	swissprot_caution_erroneous_gene_model_prediction	F4JJH5	SBT3C_ARATH	3	Sequence=CAA20197.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g21320 has been split into 3 genes: At4g21320, At4g21323 and At4g21326.; Evidence={ECO:0000305} | Sequence=CAB79131.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g21320 has been split into 3 genes: At4g21320, At4g21323 and At4g21326.; Evidence={ECO:0000305}	internal_difference_prefix0_suffix0_len754vs755	AT4G21326.1.TAIR10	754
Athaliana	AT4G21640.TAIR10	AT4G21640	swissprot_caution_erroneous_gene_model_prediction	F4JJL8	SBT3F_ARATH	2	Sequence=AEE84484.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB36808.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB81271.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix388_suffix345_len761vs733	AT4G21640.1.TAIR10	761
Athaliana	AT4G26330.TAIR10	AT4G26330	swissprot_caution_erroneous_gene_model_prediction	Q9STQ2	SBT3I_ARATH	3	Sequence=AEE85186.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB38962.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79488.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix634_len779vs746	AT4G26330.1.TAIR10	779
Athaliana	AT4G15040.TAIR10	AT4G15040	swissprot_caution_erroneous_gene_model_prediction	O23357	SBT42_ARATH	3	Sequence=AEE83544.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_38aa	AT4G15040.1.TAIR10	725
Athaliana	AT5G59190.TAIR10	AT5G59190	swissprot_caution_erroneous_gene_model_prediction	Q9FIF8	SBT43_ARATH	3	Sequence=AED97155.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_36aa	AT5G59190.1.TAIR10	729
Athaliana	AT5G59130.TAIR10	AT5G59130	swissprot_caution_erroneous_gene_model_prediction	Q9FIG1	SBT4B_ARATH	2	Sequence=AED97146.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09759.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix436_suffix290_len736vs726	AT5G59130.2.TAIR10	736
Athaliana	AT5G45640.TAIR10	AT5G45640	swissprot_caution_erroneous_gene_model_prediction	F4KEL0	SBT55_ARATH	3	Sequence=AED95279.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09207.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix29_suffix253_len803vs754	AT5G45640.1.TAIR10	803
Athaliana	AT1G69200.TAIR10	AT1G69200	swissprot_caution_erroneous_gene_model_prediction	F4I0K2	SCKL2_ARATH	1	Sequence=AAF27059.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_longer_by_2aa	AT1G69200.1.TAIR10	614
Athaliana	AT4G17230.TAIR10	AT4G17230	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination;swissprot_caution_frameshift	Q9M0M5	SCL13_ARATH	2	Sequence=AAD24411.1; Type=Erroneous termination; Note=Extended C-terminus.; Evidence={ECO:0000305} | Sequence=CAB10504.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB10504.1; Type=Frameshift; Evidence={ECO:0000305} | Sequence=CAB78726.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78726.1; Type=Frameshift; Evidence={ECO:0000305}	same_length_1_mismatches	AT4G17230.1.TAIR10	529
Athaliana	AT5G44570.TAIR10	AT5G44570	swissprot_caution_erroneous_gene_model_prediction	Q56WV9	SCOP5_ARATH	2	Sequence=AED95127.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAA98110.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix35_suffix0_len117vs133	AT5G44570.1.TAIR10	117
Athaliana	AT1G33540.TAIR10	AT1G33540	swissprot_caution_erroneous_gene_model_prediction	Q9C7Z9	SCP18_ARATH	2	Sequence=AAG51208.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix420_suffix26_len464vs446	AT1G33540.1.TAIR10	464
Athaliana	AT3G25420.TAIR10	AT3G25420	swissprot_caution_erroneous_gene_model_prediction	Q9LSV8	SCP21_ARATH	2	Sequence=BAB01313.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix373_suffix118_len494vs505	AT3G25420.1.TAIR10	494
Athaliana	AT2G24010.TAIR10	AT2G24010	swissprot_caution_erroneous_initiation	O82229	SCP23_ARATH	2	Sequence=AAC63669.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix372_len454vs440	AT2G24010.1.TAIR10	454
Athaliana	AT1G73290.TAIR10	AT1G73290	swissprot_caution_erroneous_gene_model_prediction	Q9CAU2	SCP5_ARATH	2	Sequence=AAG52136.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_2_mismatches	AT1G73290.1.TAIR10	438
Athaliana	AT1G50390.TAIR10	AT1G50390	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_termination	Q9SX54	SCRK8_ARATH	5	Sequence=AAD50037.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAD50037.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305} | Sequence=AEE32543.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE32543.1; Type=Erroneous termination; Note=Truncated C-terminus.; Evidence={ECO:0000305}	internal_difference_prefix1_suffix101_len210vs146	AT1G50390.1.TAIR10	210
Athaliana	AT4G00340.TAIR10	AT4G00340	swissprot_caution_erroneous_gene_model_prediction	Q39203	SD22_ARATH	1	Sequence=AAB62838.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAF02796.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE81862.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80792.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix394_suffix403_len797vs818	AT4G00340.1.TAIR10	797
Athaliana	AT1G67790.TAIR10	AT1G67790	swissprot_caution_erroneous_gene_model_prediction	Q9FXE2	SEOC_ARATH	4	Sequence=AAG28888.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix229_suffix347_len664vs576	AT1G67790.1.TAIR10	664
Athaliana	AT5G62800.TAIR10	AT5G62800	swissprot_caution_erroneous_gene_model_prediction	Q9FM14	SIL11_ARATH	2	Sequence=AED97659.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB10849.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix266_suffix48_len314vs348	AT5G62800.1.TAIR10	314
Athaliana	AT5G53360.TAIR10	AT5G53360	swissprot_caution_erroneous_gene_model_prediction	Q8S3N1	SINA5_ARATH	1	Sequence=BAB09798.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix218_len309vs233	AT5G53360.1.TAIR10	309
Athaliana	AT1G66660.TAIR10	AT1G66660	swissprot_caution_erroneous_gene_model_prediction	Q7XA77	SINL5_ARATH	2	Sequence=AAG51171.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG60077.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix207_len328vs224	AT1G66660.1.TAIR10	328
Athaliana	AT5G37900.TAIR10	AT5G37900	swissprot_caution_erroneous_gene_model_prediction	Q9FKD6	SINL8_ARATH	3	Sequence=AED94245.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=BAB09036.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix48_suffix193_len263vs241	AT5G37900.1.TAIR10	263
Athaliana	AT2G02350.TAIR10	AT2G02350	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q9FV02	SKIP3_ARATH	1	Sequence=AAC78517.2; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AAG21978.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_103aa	AT2G02350.1.TAIR10	294
Athaliana	AT5G05130.TAIR10	AT5G05130	swissprot_caution_erroneous_initiation	Q9FF61	SM3L1_ARATH	2	Sequence=AAM13210.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_19aa	AT5G05130.1.TAIR10	881
Athaliana	AT3G54670.TAIR10	AT3G54670	swissprot_caution_erroneous_gene_model_prediction	Q6Q1P4	SMC1_ARATH	2	Sequence=CAB77587.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_765aa	AT3G54670.2.TAIR10	1218
Athaliana	AT4G16890.TAIR10	AT4G16890	swissprot_caution_erroneous_gene_model_prediction	O23530	SNC1_ARATH	1	Sequence=CAB46044.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB80960.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix1_suffix118_len1437vs1301	AT4G16890.1.TAIR10	1437
Athaliana	AT1G10450.TAIR10	AT1G10450	swissprot_caution_erroneous_gene_model_prediction;swissprot_caution_erroneous_initiation	Q9XIK6	SNL6_ARATH	3	Sequence=AAD39565.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE28580.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_51aa	AT1G10450.1.TAIR10	1173
Athaliana	AT3G15354.TAIR10	AT3G15354	swissprot_caution_erroneous_gene_model_prediction	Q9LJR3	SPA3_ARATH	1	Sequence=AEE75647.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix650_suffix187_len845vs837	AT3G15354.1.TAIR10	845
Athaliana	AT4G08560.TAIR10	AT4G08560	swissprot_caution_erroneous_gene_model_prediction	P0DN94	SPH17_ARATH	3	Sequence=AAC28191.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g08560 has been split into 2 genes: At4g08558 and At4g08560.; Evidence={ECO:0000305} | Sequence=AEE82658.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g08560 has been split into 2 genes: At4g08558 and At4g08560.; Evidence={ECO:0000305} | Sequence=CAB77981.1; Type=Erroneous gene model prediction; Note=The predicted gene At4g08560 has been split into 2 genes: At4g08558 and At4g08560.; Evidence={ECO:0000305}	internal_difference_prefix94_suffix0_len136vs477	AT4G08560.1.TAIR10	136
Athaliana	AT1G63210.TAIR10	AT1G63210	swissprot_caution_erroneous_gene_model_prediction	Q9CAM1	SPT62_ARATH	1	Sequence=AAG51608.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=AEE34070.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	reference_shorter_by_125aa	AT1G63210.1.TAIR10	1322
Athaliana	AT4G25120.TAIR10	AT4G25120	swissprot_caution_erroneous_gene_model_prediction	D1KF50	SRS2L_ARATH	1	Sequence=CAB36754.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB79421.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	internal_difference_prefix940_suffix207_len1147vs1149	AT4G25120.1.TAIR10	1147
Athaliana	AT3G02610.TAIR10	AT3G02610	swissprot_caution_erroneous_initiation	Q9M881	STAD2_ARATH	1	Sequence=BAD43925.1; Type=Erroneous initiation; Note=Extended N-terminus.; Evidence={ECO:0000305}	reference_longer_by_2aa	AT3G02610.1.TAIR10	411
Athaliana	AT1G55950.TAIR10	AT1G55950	swissprot_caution_erroneous_initiation	Q9LG15	STKLC_ARATH	1	Sequence=AAF79333.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_16aa	AT1G55950.1.TAIR10	219
Athaliana	AT5G14280.TAIR10	AT5G14280	swissprot_caution_erroneous_gene_model_prediction	P0DKL0	STKLT_ARATH	1	Sequence=CAB87767.1; Type=Erroneous gene model prediction; Note=The predicted gene At5g14280 has been split into 2 genes: At5g14280 and At5g14285.; Evidence={ECO:0000305}	internal_difference_prefix299_suffix0_len301vs572	AT5G14280.1.TAIR10	301
Athaliana	AT4G21480.TAIR10	AT4G21480	swissprot_caution_frameshift	O65413	STP12_ARATH	2	Sequence=AEE84458.1; Type=Frameshift; Evidence={ECO:0000305}	internal_difference_prefix499_suffix1_len508vs502	AT4G21480.1.TAIR10	508
Athaliana	AT1G35210.TAIR10	AT1G35210	swissprot_caution_erroneous_initiation	Q8GY45	SUPC_ARATH	1	Sequence=AAG50599.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305} | Sequence=AEE31768.1; Type=Erroneous initiation; Note=Truncated N-terminus.; Evidence={ECO:0000305}	reference_shorter_by_7aa	AT1G35210.1.TAIR10	163
Athaliana	AT4G15920.TAIR10	AT4G15920	swissprot_caution_erroneous_gene_model_prediction	Q84WN3	SWT17_ARATH	1	Sequence=CAB10371.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305} | Sequence=CAB78634.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_1_mismatches	AT4G15920.1.TAIR10	241
Athaliana	AT1G67140.TAIR10	AT1G67140	swissprot_caution_erroneous_gene_model_prediction	F4HRS2	SWTIE_ARATH	1	Sequence=AAD10656.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_409_mismatches	AT1G67140.2.TAIR10	2222
Athaliana	AT5G11100.TAIR10	AT5G11100	swissprot_caution_erroneous_gene_model_prediction	A0JJX5	SYT4_ARATH	2	Sequence=CAC03458.1; Type=Erroneous gene model prediction; Evidence={ECO:0000305}	same_length_458_mismatches	AT5G11100.1.TAIR10	569
